"","iso3","yearmon","lnFatalities","year","month","OCoDi","HGI4","Vader","Wordscores","Wordfish","ConfliBERT","CAMEO","FI_Score"
"30","AFG","2006-01",1.89041888623292,2006,1,2.35284302918424,-0.691880657611809,-1.46549922234681,1.29023631052311,-0.542688830905817,2.07320924630577,0,0.222167739214916
"31","AFG","2006-02",2.20092812331791,2006,2,3.33356604959003,0.384378160201144,-1.43972568027825,1.33371494606501,-1.06974608642354,0.855064481716198,0,0.314772733911532
"32","AFG","2006-03",2.45014864133253,2006,3,1.99193856876019,-0.910369329454081,-1.53157321201348,1.32686141329931,-1.06497901546236,2.34553259223172,-0.746058813782152,0.188089253293655
"33","AFG","2006-04",2.50256629492226,2006,4,3.47254969238537,-1.52213753807422,-1.54859937010726,1.36598558143564,-1.6649145109318,2.1101171947599,-1.97172686499569,0.327896296055157
"34","AFG","2006-05",2.88959316021541,2006,5,2.08923668271494,0,-1.5267309101703,1.32141815366343,-0.438690456328656,2.28299719735926,-1.22566805121354,0.197276649876885
"35","AFG","2006-06",3.05461651641187,2006,6,2.8827411164347,-0.640630278865429,-1.52470026746187,1.34856175553664,-1.44745849702224,2.64983831208417,-0.756716796836183,0.272203486860843
"36","AFG","2006-07",2.95515154603537,2006,7,3.78690267904765,-0.576567248309593,-1.54438188140513,1.36039761056434,-1.7236700132221,2.41738586988012,0.213159661080615,0.35757914845795
"37","AFG","2006-08",2.92133853393907,2006,8,4.34505998871483,-0.230626893558165,-1.52516887731766,1.37573263601647,-1.7614828310229,3.13823306305947,-2.93094533985846,0.410283279620508
"38","AFG","2006-09",3.18325440124878,2006,9,3.13784226591143,-1.15313448975529,-1.52548128388819,1.32596537834335,-1.49559699127557,2.86684626053977,0.42631932216123,0.29629147103462
"39","AFG","2006-10",2.94940876432359,2006,10,3.43281184471201,-1.15313444857192,-1.43222792258558,1.29963506941431,-1.60184846187366,1.53349692391739,0,0.324144040732829
"40","AFG","2006-11",2.71582942888813,2006,11,1.16973403623574,1.48260148682823,-1.03047307288658,1.24880081552023,0.331356377472298,1.956589920886,0.213159661080615,0.110452402939662
"41","AFG","2006-12",2.6090344916776,2006,12,2.37676993308349,-1.86275565963384,-1.52594989374398,1.33322211624921,-1.63000528825785,2.15523973059927,-0.213159661080615,0.224427042568252
"42","AFG","2007-01",2.68158910966355,2007,1,2.06480623772914,-0.230626893558165,-1.43488337843507,1.31843609559464,-0.426156451522463,2.22768191715473,-0.373029406891076,0.1949697995417
"43","AFG","2007-02",2.41694333153388,2007,2,2.23804665121363,0.864850854446665,-0.956588918956712,1.29274467349686,-0.502723423477374,1.8094219133553,-0.373029406891076,0.211328065064349
"44","AFG","2007-03",2.74297052318473,2007,3,2.22585592542839,0.150408847112631,-1.52985497587558,1.26866719969097,-0.708673930557817,1.73758968492013,-1.385537797024,0.210176953003959
"45","AFG","2007-04",3.00240694777829,2007,4,3.44601283229897,-1.23550125373187,-1.54984899638937,1.34405371536334,-1.1530041294292,2.31660499270368,0.42631932216123,0.325390546994073
"46","AFG","2007-05",2.95759121771909,2007,5,3.00539279227392,-1.66563872505012,-1.55125482595675,1.40360257036812,-1.19158838818941,2.65041783972628,-1.22566805121354,0.283784899302781
"47","AFG","2007-06",3.20711002295138,2007,6,2.31555876682047,-0.128126055773086,-1.53579070071561,1.33263856780511,-1.1546337485099,2.4833363383579,0,0.218647164244589
"48","AFG","2007-07",3.14654366057741,2007,7,4.43366964478799,-0.752044235563158,-1.52938636601979,1.3829990734156,-1.99941289020835,2.51591981683589,-1.385537797024,0.418650266588275
"49","AFG","2007-08",2.9879424541322,2007,8,2.49039290544768,-0.384378167319257,-1.49877052210804,1.32006561448239,-0.984570662837549,2.65199582712332,-0.905928559592614,0.235155917627028
"50","AFG","2007-09",3.20663519413482,2007,9,2.79903022342033,-1.97680193537093,-1.52782433316715,1.36016107815928,-0.767180552824691,2.21784964789515,-0.746058813782152,0.264299066711271
"51","AFG","2007-10",3.01762536401431,2007,10,2.20702913577224,-0.384378160201144,-1.47190355704264,1.27353835753483,-0.745603354040893,2.24476754593988,0.42631932216123,0.208399229100282
"52","AFG","2007-11",2.93459202930966,2007,11,1.94368035524004,-0.415128419474788,-1.5345410744335,1.28505119570047,-0.802918685934731,1.86735544597371,-0.319739491620922,0.183532460484558
"53","AFG","2007-12",2.70362838969656,2007,12,2.22944558206492,0.314491225159433,-1.24400296384247,1.31935383603617,-0.63250509265278,2.50218939745911,0.106579830540307,0.210515907149902
"54","AFG","2008-01",2.34806548634273,2008,1,2.59827881064708,-0.768756320402287,-1.51767111962499,1.3170549143553,-0.692890946455674,2.07977918067994,0.0532899152701537,0.245343068811362
"55","AFG","2008-02",2.45732980603254,2008,2,2.17337750031527,-1.00434295811779,-1.54703733725462,1.30515939593258,-1.17288257905688,2.86185009199341,-1.22566805121354,0.205221665753461
"56","AFG","2008-03",2.660359831409,2008,3,2.06654092398365,0,-1.29195737241851,1.31677519889939,-0.718218892965547,1.87905945348897,-0.959218474862767,0.195133597686596
"57","AFG","2008-04",2.75008137806209,2008,4,2.96267920545771,-0.943473675478298,-1.54219503541143,1.35731076467303,-1.37744827484185,1.79443264548842,-1.06579830540307,0.279751659133755
"58","AFG","2008-05",2.84766708742699,2008,5,3.01164860237825,-1.42446023609032,-1.481588160729,1.44660227781197,-1.39670743576814,1.64886578535259,-1.43882771229415,0.284375605597505
"59","AFG","2008-06",3.08519842647156,2008,6,1.3513072746908,-1.53751264080457,-0.956588918956712,1.27131444077332,-0.885931454539593,2.30341786583316,-0.85263864432246,0.127597497359105
"60","AFG","2008-07",3.01762536401431,2008,7,2.85628734068347,-1.67390493019631,-1.55063001281569,1.35424846015502,-1.40098765557373,2.29475731656549,-2.424691144792,0.269705583057041
"61","AFG","2008-08",3.21277051352141,2008,8,3.29882359417623,-1.92189080100572,-1.52954256930505,1.42720230943179,-1.84480771372648,1.56079464592666,-0.373029406891076,0.311492169641703
"62","AFG","2008-09",2.8043341725009,2008,9,2.08209121991017,-0.752044235563158,-1.51048576850284,1.35140055930561,-0.972981964474673,2.21724954010306,-0.746058813782152,0.19660193792318
"63","AFG","2008-10",2.93345441209298,2008,10,2.03584145668947,-1.15313448975529,-1.52891775616399,1.34589149502617,-1.25806113907749,2.37843796536321,-1.27895796648369,0.19223479349131
"64","AFG","2008-11",2.93345441209298,2008,11,3.33112055963906,-2.39497156238637,-1.54219503541143,1.39122723207563,-1.85978847983326,2.30314944438986,-1.01250839013292,0.314541817965614
"65","AFG","2008-12",2.64451577063355,2008,12,1.93750505668547,-0.768756320402287,-1.47034152419,1.3537541242702,-1.24523415401369,1.84054085910921,-0.639478983241845,0.182949356511268
"66","AFG","2009-01",2.65268010720829,2009,1,2.57356862497757,-0.230626893558165,-1.47487141946265,1.34864563811367,-0.649410359505617,1.94119116080417,-1.27895796648369,0.243009803898369
"67","AFG","2009-02",2.69586535301096,2009,2,1.86988478872248,0,-1.50236319766911,1.33129273584283,-0.10250054147759,1.44163334950363,-0.319739491620922,0.176564297299029
"68","AFG","2009-03",2.84756202142061,2009,3,2.04941443081648,-0.16473349853647,-1.50392523052175,1.3367701497076,-0.212983573707589,1.40093495958047,0.266449576350769,0.193516424666367
"69","AFG","2009-04",2.83453369750775,2009,4,2.4739530511394,-1.8869473509566,-1.55203584238307,1.36853626306383,-0.93088641823673,1.06745303667888,0.479609237431384,0.233603580637526
"70","AFG","2009-05",3.11698635851068,2009,5,2.16170527354515,-0.451226541337895,-1.54157022227038,1.36172795480389,-0.277996812085506,2.07712533809218,-0.586189067971691,0.204119513080734
"71","AFG","2009-06",2.97700389205382,2009,6,2.86201334252992,-0.266107961611184,-1.53407246457771,1.32324409014244,-0.266019003368462,2.21636770119802,-0.383687389945107,0.270246262086278
"72","AFG","2009-07",3.10511565314766,2009,7,3.73993822729903,-1.01747159720737,-1.53985198613247,1.40730536014937,-1.49911250466432,2.34110498697406,0.319739491620922,0.353144519398961
"73","AFG","2009-08",3.00043836296673,2009,8,2.20310566383327,-0.532215923222368,0.227431983344378,1.30095494251226,0.472639358404219,1.32187810174363,-0.106579830540307,0.208028754368333
"74","AFG","2009-09",3.05439695988138,2009,9,2.74609320667603,-0.69188069220584,-1.16918159020101,1.31215246980031,-0.186626134244205,1.6012541067582,-0.106579830540307,0.259300476841491
"75","AFG","2009-10",2.95187863544391,2009,10,1.96887420671816,-1.08724111105006,-1.44097530656036,1.33410077430958,0.0216158902613793,0.263230965306188,-1.27895796648369,0.18591139565175
"76","AFG","2009-11",2.91870073869996,2009,11,1.56831783910733,-0.610482958324421,-1.26930789605523,1.31606850984194,0.311367040803491,1.41249179850188,-0.106579830540307,0.148088769358193
"77","AFG","2009-12",2.74808672427798,2009,12,1.44117743111265,0,-1.48658666585745,1.32049030213845,-0.0395027800709866,1.76753614845436,-0.692768898511999,0.136083507359549
"78","AFG","2010-01",2.72057672027527,2010,1,2.45710772828025,-0.314491225159433,-0.154953658981884,1.35919893160751,-0.678959893213214,2.33396977275391,-0.319739491620922,0.232012957187708
"79","AFG","2010-02",2.91781814201046,2010,2,2.70892991509008,-1.01747159720737,0.208218979256907,1.33796856214229,-1.27090608742646,2.70538061890043,-1.06579830540307,0.255791324564427
"80","AFG","2010-03",2.80993676254491,2010,3,1.81977553660526,0,-1.45956349750678,1.29339449504717,-0.15514330615563,2.06528330871638,-0.905928559592614,0.171832719748574
"81","AFG","2010-04",2.89611776609787,2010,4,1.36881190888133,-1.35367962401368,-1.01313450822228,1.28569157854451,0.525973266184786,1.45633537476441,0.213159661080615,0.129250376431638
"82","AFG","2010-05",2.89611776609787,2010,5,2.96747313818782,-1.15313448975529,-1.53875856313563,1.35386784778563,-1.24437124596025,2.3713605631883,0.42631932216123,0.280204327324275
"83","AFG","2010-06",3.21743557874839,2010,6,2.4841852290118,-0.610482958324421,-1.50470624694807,1.32358034893497,-0.801139634210041,1.82185765953645,-0.905928559592614,0.234569756364917
"84","AFG","2010-07",3.05104688950115,2010,7,1.16650178519561,-0.266107961611184,-1.49408442355012,1.29075668210701,-0.196403565042282,2.1172133008318,-0.159869745810461,0.110147196898607
"85","AFG","2010-08",3.18395323000655,2010,8,1.58160757441402,0.150408847112631,-1.54110161241459,1.32305921952362,-0.719270928415274,2.01351426392771,-0.266449576350769,0.149343655643095
"86","AFG","2010-09",2.91248713398184,2010,9,1.86811585504875,-1.01747159720737,-1.53594690400087,1.32309843493994,-0.458283754855928,1.81649872920116,-0.959218474862767,0.176397265333768
"87","AFG","2010-10",3.09254001798383,2010,10,1.51199564889932,0.49420049560941,-1.33631910543349,1.3154813572711,0.46892359218922,1.18024990706299,0.159869745810461,0.142770533712662
"88","AFG","2010-11",2.9106964794118,2010,11,1.93721274157457,0.2034943254266,-1.53172941529875,1.2984143048182,0.258694715065111,1.42010569176596,-0.213159661080615,0.182921754590306
"89","AFG","2010-12",2.81437079238657,2010,12,2.84466149518094,-0.823667492682351,-1.53735273356825,1.36430500666957,-1.04223631358225,1.71482405200686,-1.06579830540307,0.268607809946076
"90","AFG","2011-01",2.91467277581699,2011,1,2.95504536661858,-1.7297017305146,-1.54688113396935,1.36397942883394,-0.755988332870794,1.22768908764817,-1.97172686499569,0.279030832161712
"91","AFG","2011-02",2.84690916230528,2011,2,2.28787952908717,-1.36279532967262,-1.53188561858401,1.36283575637549,-0.881752427396588,2.74838029174805,-1.27895796648369,0.216033545913861
"92","AFG","2011-03",2.84185969558674,2011,3,2.46080736498681,-1.42446023609032,-1.5267309101703,1.34870315654596,-1.02221224219199,2.05889525361637,0.42631932216123,0.232362296226827
"93","AFG","2011-04",2.94219908482846,2011,4,3.14488482394459,-2.47100247804705,-1.55453509494729,1.36249369407787,-1.37458805690304,2.83450522912777,-1.06579830540307,0.296956466181814
"94","AFG","2011-05",3.07079498977172,2011,5,3.68811848658371,-1.08106360184157,-1.5579715672231,1.43327531105005,-1.61150353419572,2.63097340913596,-1.86514703445538,0.348251428572831
"95","AFG","2011-06",3.08378680632085,2011,6,2.74470683202037,-0.576567248309593,1.05577800509935,1.35283115503365,-0.334811084286213,2.04625710664398,-0.586189067971691,0.259169568098693
"96","AFG","2011-07",3.16713608257497,2011,7,3.79050140161106,-2.30626896120686,-1.55094241938622,1.38184350270002,-1.44562545800609,3.65949812468851,-1.65198737337477,0.357918958656105
"97","AFG","2011-08",3.02258959581476,2011,8,2.91366834804786,-1.72970170889333,-1.54953658981884,1.42971263310535,-1.26985658161575,2.88619283281012,-1.91843694972553,0.275123797753854
"98","AFG","2011-09",3.11389472435138,2011,9,3.01141698701496,-1.31218754006226,-1.54813076025147,1.3565702639094,-1.39383480924026,2.1425364424684,-2.29146635661661,0.284353735264044
"99","AFG","2011-10",3.03477342120576,2011,10,2.09379241958391,-1.38376141900571,-1.55750295736731,1.35581029186146,-1.76053691368406,2.52011828469721,-2.77107559404799,0.197706826368934
"100","AFG","2011-11",2.94149992624342,2011,11,2.53322911537532,-0.451226551147167,-1.5579715672231,1.36372759902133,-1.61537846504418,3.09534661035318,-2.93094533985846,0.239200736511295
"101","AFG","2011-12",2.90799751756756,2011,12,3.57889731392361,-1.22753028214396,-1.55453509494729,1.43164698211102,-1.64407611608182,2.32471890738945,-0.532899152701537,0.33793819445423
"102","AFG","2012-01",2.73140625519401,2012,1,2.41655306252506,0.150408847112631,-1.4486292675383,1.35817133542247,-0.864167643683589,2.49683891026227,0,0.228183573631861
"103","AFG","2012-02",2.53156344584099,2012,2,2.48519832491443,-1.15313451509891,-1.55469129823255,1.34421611232704,-1.26393335489597,2.24150462472542,-2.1848865260763,0.234665418176395
"104","AFG","2012-03",2.79079977310926,2012,3,1.84056981565774,-2.26650575101663,-1.55328546866518,1.35892911399535,-1.20807753199776,1.90618391526126,-3.30397474674953,0.173796224286866
"105","AFG","2012-04",3.01607802653333,2012,4,2.26481457282623,-0.247100250746375,-1.54047679927353,1.3244824926391,-0.609957568694002,2.71448718868343,-1.81185711918523,0.2138556321627
"106","AFG","2012-05",3.10717895965862,2012,5,3.22066914653682,-1.25796490063773,-1.55312926537991,1.43580424525945,-1.57414827267273,2.03561447199169,-1.17237813594338,0.304112418112907
"107","AFG","2012-06",3.21287137672169,2012,6,2.95166581826522,-1.89709225422249,-1.55625333108519,1.38674769765134,-1.49902085314077,2.54166042476264,-1.17237813594338,0.278711717538288
"108","AFG","2012-07",3.26207116719931,2012,7,1.97119248353833,-0.266107961611184,-1.52704331674083,1.30624354906161,-0.562578583133963,1.94538200638773,0,0.186130299468802
"109","AFG","2012-08",3.19339874693137,2012,8,3.02378023342114,-1.45071760617014,-1.55469129823255,1.44355215518031,-1.78441493589451,2.69451271662359,-0.85263864432246,0.28552113762338
"110","AFG","2012-09",3.17663024636392,2012,9,2.15346100057279,-0.956856303939054,-1.54344466169355,1.34229873072721,-1.12567833239313,2.71854106779875,-4.52964279796307,0.20334104572655
"111","AFG","2012-10",3.0358030632346,2012,10,2.6109335038269,-0.823667492682351,-1.52423165760607,1.39345416324224,-1.67353206440477,2.62259734672782,0.159869745810461,0.246537991098716
"112","AFG","2012-11",2.82992135905684,2012,11,2.48316372037392,-1.24538525842436,-1.55125482595675,1.37674001718316,-1.27497408077222,0.870294261763164,-0.373029406891076,0.234473300178995
"113","AFG","2012-12",2.69372729563872,2012,12,1.79963566396298,-2.74366485649382,-1.55344167195044,1.42236153921799,-2.00660777879127,1.36707615676582,-2.71778567877784,0.169931007684695
"114","AFG","2013-01",2.74814849735139,2013,1,1.33885711653814,0.415128419474788,-1.51423464734918,1.34489306091687,-0.180770202242228,1.52965969338944,0.532899152701537,0.126421888338301
"115","AFG","2013-02",2.83137708472043,2013,2,3.88088488660956,-2.14153548097411,-1.55344167195044,1.45410182375895,-2.08675826987408,2.39372121862038,-3.14410500093907,0.36645343982438
"116","AFG","2013-03",2.92891783531477,2013,3,1.43368081818952,-2.07564212109556,-1.55297306209465,1.3238014651239,-0.248549000959549,0.994367647145475,-0.639478983241845,0.135375637975896
"117","AFG","2013-04",2.9400882264172,2013,4,2.06952274051498,-0.494200505022753,-1.55281685880939,1.36082440704093,-0.840819450871348,2.72844768358303,-1.81185711918523,0.195415156392087
"118","AFG","2013-05",3.23475807852134,2013,5,1.79541867776748,-0.864850886878571,-1.55312926537991,1.34891145250492,-0.709016647649622,2.7277411570667,-0.266449576350769,0.169532817802185
"119","AFG","2013-06",3.23751013312198,2013,6,1.7560935330561,-0.432425440736627,-1.48658666585745,1.39478420798157,-0.631110507502561,2.18629529418188,-0.799348729052306,0.165819532051094
"120","AFG","2013-07",3.28433740630662,2013,7,2.12264825814014,0.494200505022753,-1.54266364526723,1.34434731411905,-0.1821603505872,2.455259971358,0.479609237431384,0.200431545500499
"121","AFG","2013-08",3.12966537233666,2013,8,2.22294354794011,0.823667512293482,-1.43722642771403,1.36106374614004,-0.839864660694929,2.82965493925133,-0.106579830540307,0.209901951095933
"122","AFG","2013-09",3.10715445018983,2013,9,2.1669438071263,-0.314491229924451,-1.52985497587558,1.33031336222145,-0.920342407282249,3.08750973614788,-2.45133610242707,0.204614162807932
"123","AFG","2013-10",2.93123041547958,2013,10,2.54121183672931,-0.150408847112631,-1.40254929838542,1.36276830597239,-1.05188221067741,1.13115516774625,-0.905928559592614,0.239954506794309
"124","AFG","2013-11",2.87883706131164,2013,11,2.17573555773693,0,-1.43753883428456,1.3288873124409,-0.988359592198803,1.74006704246107,-0.319739491620922,0.205444325862874
"125","AFG","2013-12",2.72900173423813,2013,12,1.33857668192188,0,-1.42972867002136,1.30644598106689,-0.326952389264552,1.96622324869579,-1.25231300884861,0.126395408235753
"126","AFG","2014-01",3.00131139669201,2014,1,2.13749605118096,-1.78934664553945,-1.55422268837676,1.37952748476289,-1.22687193407071,2.60987083996621,-3.25068483147938,0.201833551742009
"127","AFG","2014-02",3.00904654095375,2014,2,2.28780448957231,-0.49420050149275,-1.55172343581254,1.35633327428878,-0.911752873749768,1.81564157474951,-3.19739491620923,0.21602646029057
"128","AFG","2014-03",3.05957534877096,2014,3,3.1960387935997,-1.4024608947981,-1.55031760624516,1.37773952595596,-1.06638787160827,2.50751326531667,-2.55791593296738,0.301786691423863
"129","AFG","2014-04",3.1494861857494,2014,4,2.55385464901947,-1.05286192978842,-1.53360385472191,1.33992101818275,-1.07014635948501,1.90776125769632,-0.639478983241845,0.241148307225951
"130","AFG","2014-05",3.28333962985795,2014,5,3.04951829055627,-0.988401002985499,-1.53438487114823,1.37289010212986,-0.673616784091025,1.65977385116999,-2.02501678026584,0.287951459533754
"131","AFG","2014-06",3.36462865186911,2014,6,1.69921159037727,-0.97572920508369,-1.55422268837676,1.3075717618425,-0.119740502810308,1.83788185682573,-0.639478983241845,0.160448441650945
"132","AFG","2014-07",3.31419139971195,2014,7,3.26094066861102,-0.4674869649327,-1.55734675408204,1.35959438854261,-0.891206308950209,2.44683500910633,-1.06579830540307,0.307915065762152
"133","AFG","2014-08",3.39763888970601,2014,8,2.02543405832049,0.364147741364467,-1.46378098620891,1.32516401287967,-0.46865526317537,2.07569692323815,-0.479609237431384,0.1912520725286
"134","AFG","2014-09",3.36571108312037,2014,9,2.15254272060563,-0.062898246747293,-1.11763450606389,1.32725849066859,-0.563461837483542,2.48955377170168,-0.213159661080615,0.203254336931386
"135","AFG","2014-10",3.25212389464105,2014,10,1.34600301726302,0.73381286982372,-1.51485946049023,1.29954386166254,-0.156649592618074,2.0434287138953,0.373029406891076,0.127096641642711
"136","AFG","2014-11",3.14895793145928,2014,11,1.91408429408482,-0.456902358133835,-1.55609712779993,1.32711026635614,-0.420594291485926,2.3906136746066,-0.213159661080615,0.180737845665395
"137","AFG","2014-12",3.27673734177836,2014,12,2.97465923620598,-1.4244602779862,-1.55594092451467,1.39289896602891,-1.87255463004457,3.24720642301561,-0.532899152701537,0.280882876267263
"138","AFG","2015-01",3.27744323298829,2015,1,1.7488390070651,0.896882390411601,0.160420773966124,1.28113698703873,-0.170025822035874,2.02219768002868,0,0.165134521781175
"139","AFG","2015-02",3.4420889600666,2015,2,1.79456994026948,-0.576567248309593,-1.52251342146817,1.30262046784437,-0.580285286555407,2.18906540582208,-0.319739491620922,0.16945267557052
"140","AFG","2015-03",3.40336325697981,2015,3,2.55877384372621,-0.823667512293482,-1.54656872739883,1.34120327509563,-1.22235157038446,3.24048005604845,-0.319739491620922,0.241612803307159
"141","AFG","2015-04",3.39652334610601,2015,4,2.28668214225186,-1.72970175522462,-1.55297306209465,1.32929919030493,-0.942915175256954,2.45761625194822,-0.213159661080615,0.215920482389067
"142","AFG","2015-05",3.52933283906144,2015,5,1.98614053159903,-0.370650382738319,-1.2611853252215,1.32177671931407,-0.858442975254505,3.4926223075541,0.746058813782152,0.187541772313411
"143","AFG","2015-06",3.40247950761133,2015,6,2.36409947452109,-1.15313452064282,-1.54438188140513,1.35227159169285,-1.22222030221855,3.76066316466454,-0.639478983241845,0.223230631631054
"144","AFG","2015-07",3.26741566320093,2015,7,2.19097534061937,-1.45071760617014,-1.54938038653358,1.31604644267617,-1.37538445072727,3.36666920984089,-0.905928559592614,0.206883345834508
"145","AFG","2015-08",3.48606131915602,2015,8,3.38988322454588,-2.01798541112494,-1.55906499021995,1.43175683894465,-1.86355904184925,3.5352247424641,-1.97172686499569,0.320090495990735
"146","AFG","2015-09",3.47941524824777,2015,9,2.37402955168779,-0.546221612046701,-1.53157321201348,1.32017881987082,-1.02269050045234,2.87032934831597,-1.86514703445538,0.224168281430463
"147","AFG","2015-10",3.58170574781241,2015,10,2.00313834633809,-0.830256855554713,-1.54875557339252,1.36586010140506,-1.15171776953438,2.40786288919927,-2.02501678026584,0.189146794843741
"148","AFG","2015-11",3.1431077068695,2015,11,1.92464178676353,-0.752044251911945,-1.48471222643428,1.33741630921072,-1.19586692531387,3.28546204881232,-2.77107559404799,0.181734739317506
"149","AFG","2015-12",3.26041448443671,2015,12,1.94473637025918,-0.64863816110494,-1.55250445223886,1.37207094721896,-1.50328604760371,2.09804978049374,-2.39804618715692,0.183632174943393
"150","AFG","2016-01",3.22526046234013,2016,1,2.9477196299501,-0.0934973929865398,-1.55500370480308,1.38188750272959,-1.76853074425068,3.45534655488113,-2.34475627188676,0.278339097807345
